StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,GlobalTeamID,Updated,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,FantasyPointsFanDuel,FantasyPointsDraftKings,FantasyPointsYahoo,PlusMinus,DoubleDoubles,TripleDoubles,FantasyPointsFantasyDraft,IsClosed,LineupConfirmed,LineupStatus
1010949,19,20001401,1,2023,Justise Winslow,POR,SF,11,20000019,2023-01-02T05:12:02,29,665.0,927,56,96.9,236.8,48.9,53.1,80.1,183.0,52.4,16.7,53.8,37.2,23.9,33.5,85.4,58.6,114.8,173.4,10.4,16.6,12.7,117.2,35.9,13.2,51.4,106.4,234.4,251.5,55.7,13.6,20.7,2.7,1.8,20.3,17.2,714.0,709.5,714.0,-45.4,1.4,0.0,709.5,False,,Scrambled
1011136,23,20001405,1,2023,Willy Hernangomez,NO,C,0,20000023,2023-01-02T05:12:02,18,269.2,238,3,43.1,88.5,58.1,58.1,41.9,81.3,61.6,1.4,8.6,20.0,50.2,62.2,96.6,34.7,52.6,87.3,19.5,29.6,24.6,17.9,7.2,8.6,26.3,34.7,137.5,115.9,70.9,27.3,13.0,1.7,4.1,22.1,30.2,282.4,287.3,282.4,22.7,0.0,0.0,287.3,False,,Scrambled
1010865,1,20001406,1,2023,Kristaps Porzingis,WAS,C,34,20000001,2023-01-02T05:12:02,34,1615.0,1336,53,302.6,632.7,57.2,64.2,229.6,411.4,66.7,73.0,221.3,39.5,223.7,278.7,96.0,81.3,282.3,363.6,9.9,27.1,18.0,99.3,43.1,65.8,89.7,122.0,901.8,755.3,71.4,31.3,13.8,2.2,6.0,12.7,33.1,1723.8,1736.0,1723.8,104.1,14.4,0.0,1736.0,False,,Scrambled
1011059,2,20001413,1,2023,Terry Rozier,CHA,PG,27,20000002,2023-01-02T05:12:02,27,1046.3,1155,10,240.4,618.3,46.5,53.7,165.0,373.2,52.9,75.3,245.2,36.7,82.5,98.1,100.6,35.9,106.4,142.3,4.5,12.4,9.4,174.6,21.5,7.2,80.1,62.2,638.7,661.5,57.8,19.0,28.1,1.3,0.7,12.9,32.0,1073.8,1132.9,1073.8,-155.5,1.4,0.0,1132.9,False,,Scrambled
1011846,28,20001416,1,2023,Norman Powell,LAC,SF,5,20000028,2023-01-02T05:12:02,28,725.4,835,6,175.8,368.4,57.0,66.0,122.0,228.4,63.9,53.8,139.9,46.0,105.2,136.3,92.3,12.0,83.7,95.7,2.3,12.9,9.0,56.2,25.1,14.4,63.4,63.4,510.7,428.4,71.3,22.5,13.2,2.1,2.2,15.4,30.9,764.8,788.8,764.8,-101.7,0.0,0.0,788.8,False,,Scrambled
1010931,1,20001418,1,2023,Delon Wright,WAS,PG,0,20000001,2023-01-02T05:12:02,9,189.6,209,11,20.3,51.4,47.2,55.6,13.2,25.1,62.7,8.6,26.3,32.7,11.4,13.2,86.9,8.6,16.7,23.9,5.6,10.3,9.0,37.1,22.7,5.7,8.6,10.8,57.4,57.2,59.8,22.4,27.4,7.6,2.8,13.3,16.1,217.1,197.9,217.1,10.8,0.0,0.0,197.9,False,,Scrambled
1011829,15,20001420,1,2023,Bobby Portis,MIL,PF,9,20000015,2023-01-02T05:12:02,36,1242.0,1133,60,252.4,513.1,58.8,64.7,203.3,360.0,67.6,49.0,153.1,38.3,49.0,61.0,96.2,116.0,320.5,436.5,13.1,35.0,24.2,77.7,13.2,10.8,49.0,73.0,602.8,539.9,66.7,26.6,13.2,0.8,1.1,11.9,26.2,1266.0,1350.6,1266.0,53.8,25.1,0.0,1350.6,False,,Scrambled
1010965,12,20001421,1,2023,Cedi Osman,CLE,SF,0,20000012,2023-01-02T05:12:02,35,647.2,959,6,149.5,318.1,56.2,67.0,92.1,148.3,74.3,57.4,169.8,40.4,44.3,65.8,80.5,13.2,98.1,111.2,2.4,14.1,9.8,65.8,20.3,5.7,35.9,77.7,400.7,347.1,69.1,16.3,12.1,1.5,0.7,11.2,21.5,672.3,701.2,672.3,217.7,1.4,0.0,701.2,False,,Scrambled
1010991,13,20001424,1,2023,Myles Turner,IND,C,31,20000013,2023-01-02T05:12:02,31,1195.9,1090,33,217.7,397.1,65.5,74.2,159.1,253.6,75.0,58.6,143.5,48.8,125.6,161.5,93.0,51.4,238.0,289.4,7.5,28.3,17.4,56.2,23.9,78.9,61.0,125.6,619.5,468.1,79.2,28.8,11.2,1.5,9.1,13.8,24.5,1298.7,1288.1,1298.7,47.8,12.0,0.0,1288.1,False,,Scrambled
1039634,24,20001427,1,2023,Stanley Johnson,SA,SF,0,20000024,2023-01-02T05:12:02,9,142.7,147,11,25.1,43.1,69.7,79.8,17.9,26.3,81.6,8.6,16.7,51.3,10.0,13.2,76.1,4.3,25.1,28.7,3.8,23.8,13.1,20.3,7.2,5.7,11.4,16.7,65.8,48.8,80.3,24.7,23.1,2.8,3.9,19.6,19.8,153.4,152.5,153.4,-2.4,0.0,0.0,152.5,False,,Scrambled
1010999,21,20001430,1,2023,Tyus Jones,MEM,PG,5,20000021,2023-01-02T05:12:02,36,890.8,1012,59,165.0,370.8,53.2,64.0,99.3,204.5,58.0,65.8,166.2,47.4,43.1,57.4,89.7,16.7,83.7,100.5,2.5,10.2,7.4,200.9,33.5,2.9,41.9,17.9,438.9,396.0,66.3,23.0,32.5,2.3,0.3,11.4,21.3,926.7,955.0,926.7,-21.5,4.3,0.0,955.0,False,,Scrambled
1011164,16,20001431,1,2023,Karl-Anthony Towns,MIN,PF,21,20000016,2023-01-02T05:12:02,21,961.5,838,47,183.0,362.4,60.4,67.9,137.5,222.5,73.9,45.4,139.9,38.9,110.0,124.4,105.8,41.9,163.9,205.7,8.1,25.0,16.1,132.8,19.1,16.7,77.7,98.1,521.5,417.1,74.8,29.0,28.5,1.5,2.6,18.8,30.0,997.3,1047.7,997.3,-14.4,11.4,0.0,1047.7,False,,Scrambled
1011073,30,20001433,1,2023,Trey Lyles,SAC,PF,0,20000030,2023-01-02T05:12:02,29,418.0,509,44,74.2,177.0,50.1,63.0,37.1,64.6,68.7,37.1,112.4,39.5,25.1,34.7,86.6,35.9,83.7,119.6,11.6,22.0,16.0,29.9,10.8,14.4,31.1,39.5,210.5,192.3,65.4,18.1,11.3,1.4,3.3,16.6,22.4,443.1,459.9,443.1,-6.0,1.4,0.0,459.9,False,,Scrambled
1010793,12,20001434,1,2023,Raul Neto,CLE,PG,0,20000012,2023-01-02T05:12:02,23,163.0,252,19,26.3,55.0,57.2,64.9,19.1,32.3,70.9,8.6,22.7,37.8,12.0,14.4,99.6,4.3,19.1,22.7,2.5,10.5,7.6,34.7,10.8,0.0,11.4,23.9,71.8,61.3,69.7,15.6,22.5,3.1,0.0,16.1,15.1,173.8,172.5,173.8,25.1,0.0,0.0,172.5,False,,Scrambled
1010828,29,20001437,1,2023,Cameron Payne,PHO,PG,14,20000029,2023-01-02T05:12:02,26,743.8,770,48,147.1,354.0,49.8,59.4,89.7,205.7,52.1,57.4,148.3,46.3,43.1,56.2,91.6,10.8,63.4,74.2,2.2,11.4,7.7,166.2,29.9,7.2,61.0,65.8,394.7,378.7,62.3,21.4,37.4,2.7,1.0,16.6,29.2,779.7,812.1,779.7,23.9,4.3,0.0,812.1,False,,Scrambled
1011833,15,20001438,1,2023,Pat Connaughton,MIL,SG,4,20000015,2023-01-02T05:12:02,20,322.0,495,53,57.4,167.4,41.0,54.7,20.3,43.1,56.5,37.1,124.4,35.6,13.2,20.3,77.4,12.0,73.0,84.9,3.7,18.2,10.8,21.5,14.4,4.3,13.2,29.9,165.0,176.4,56.0,12.0,8.5,2.0,0.9,9.9,19.3,339.9,351.3,339.9,27.5,0.0,0.0,351.3,False,,Scrambled
1010930,20,20001441,1,2023,Nikola Jokic,DEN,C,33,20000020,2023-01-02T05:12:02,33,2123.5,1328,9,380.3,613.5,74.2,77.4,346.8,519.1,79.9,33.5,94.5,42.3,218.9,269.1,97.2,81.3,349.2,430.6,10.4,36.1,22.7,376.7,56.2,25.1,134.0,110.0,1013.0,732.0,82.8,45.8,54.8,3.0,2.5,18.5,34.1,2204.8,2302.3,2204.8,332.5,31.1,10.8,2291.5,False,,Scrambled
1010155,7,20001447,1,2023,Montrezl Harrell,PHI,C,5,20000007,2023-01-02T05:12:02,31,372.6,425,59,68.2,124.4,65.5,65.5,68.2,122.0,66.9,0.0,2.9,0.0,49.0,68.2,86.0,39.5,62.2,101.7,13.1,19.9,16.6,22.7,11.4,16.7,21.5,45.4,185.4,154.4,71.9,22.6,11.5,1.6,5.2,14.6,22.2,398.9,388.4,398.9,28.7,0.0,0.0,388.4,False,,Scrambled
1010925,22,20001449,1,2023,Boban Marjanovic,HOU,C,0,20000022,2023-01-02T05:12:02,12,67.2,60,32,14.4,20.3,84.4,84.4,14.4,19.1,89.7,0.0,1.4,0.0,10.8,13.2,97.8,7.2,13.2,19.1,12.9,28.3,20.6,2.9,1.4,1.4,4.3,2.9,39.5,26.1,89.7,36.5,9.9,1.4,2.8,14.4,24.6,69.6,70.0,69.6,38.3,0.0,0.0,70.0,False,,Scrambled
1010136,26,20001455,1,2023,Kevon Looney,GS,C,37,20000026,2023-01-02T05:12:02,37,960.0,1013,9,120.8,192.6,75.0,75.0,120.8,192.6,75.0,0.0,0.0,0.0,44.3,71.8,73.8,117.2,230.8,348.0,15.4,29.6,22.6,128.0,16.7,23.9,16.7,122.0,285.8,224.1,76.2,24.0,19.9,1.1,3.1,9.9,12.0,1000.7,991.2,1000.7,95.7,4.3,0.0,991.2,False,,Scrambled
1010804,23,20001457,1,2023,Larry Nance Jr.,NO,PF,0,20000023,2023-01-02T05:12:02,29,718.9,791,38,128.0,199.7,76.7,80.3,116.0,169.8,81.7,12.0,29.9,47.8,28.7,39.5,86.9,59.8,135.1,194.9,10.1,22.9,16.5,63.4,33.5,28.7,31.1,80.1,296.6,217.1,81.7,24.7,13.4,2.9,4.9,15.0,15.9,781.1,750.2,781.1,150.7,0.0,0.0,750.2,False,,Scrambled
1010939,16,20001458,1,2023,D'Angelo Russell,MIN,PG,35,20000016,2023-01-02T05:12:02,35,1293.4,1367,59,257.1,560.9,54.8,65.1,161.5,287.0,67.2,95.7,273.9,41.7,101.7,120.8,100.7,21.5,112.4,134.0,2.5,10.5,7.7,270.3,45.4,20.3,116.0,90.9,711.6,614.1,69.2,23.4,34.0,2.2,2.0,19.0,27.2,1359.1,1414.9,1359.1,-68.2,7.2,0.0,1414.9,False,,Scrambled
1010781,29,20001460,1,2023,Devin Booker,PHO,SG,29,20000029,2023-01-02T05:12:02,29,1426.0,1197,55,338.5,709.2,57.0,63.7,258.3,492.8,62.7,80.1,216.5,44.3,183.0,215.3,101.7,27.5,132.8,160.3,3.6,15.3,10.8,192.6,31.1,13.2,83.7,92.1,940.1,804.0,70.0,32.4,32.1,1.8,1.4,11.3,38.0,1470.2,1521.3,1470.2,143.5,4.3,0.0,1521.3,False,,Scrambled
1011838,15,20001521,1,2023,Thanasis Antetokounmpo,MIL,SF,0,20000015,2023-01-02T05:12:02,17,38.6,87,29,4.3,10.0,51.3,51.3,4.3,8.6,59.8,0.0,1.4,0.0,1.4,2.9,59.8,5.7,12.0,16.7,8.3,16.9,12.0,4.3,2.9,4.3,8.6,5.7,10.0,11.3,52.4,7.2,7.3,1.9,4.9,51.7,11.4,44.6,43.1,44.6,-20.3,0.0,0.0,43.1,False,,Scrambled
1011113,13,20001525,1,2023,T.J. McConnell,IND,PG,0,20000013,2023-01-02T05:12:02,34,628.0,700,30,95.7,211.7,54.1,56.1,88.5,189.0,56.0,8.6,22.7,37.8,19.1,22.7,100.7,22.7,70.6,93.3,5.1,13.1,10.5,175.8,41.9,7.2,61.0,47.8,217.7,221.7,58.7,19.3,41.6,4.1,1.1,25.8,20.4,675.9,668.6,675.9,-53.8,1.4,0.0,668.6,False,,Scrambled
1011021,25,20001527,1,2023,Christian Wood,DAL,PF,9,20000025,2023-01-02T05:12:02,34,1234.9,1130,25,266.7,491.6,64.9,73.9,193.8,309.8,74.8,73.0,181.8,48.0,113.6,161.5,84.2,47.8,275.1,322.9,7.1,34.7,20.2,61.0,20.3,41.9,88.5,116.0,720.0,562.6,76.5,27.8,11.2,1.3,4.8,16.3,31.4,1297.1,1342.5,1297.1,63.4,8.6,0.0,1342.5,False,,Scrambled
1011142,29,20001597,1,2023,Dario Saric,PHO,PF,3,20000029,2023-01-02T05:12:02,19,189.7,242,24,28.7,82.5,41.6,50.2,16.7,46.6,42.9,12.0,35.9,39.8,14.4,16.7,102.5,19.1,44.3,63.4,10.3,25.3,17.6,21.5,4.3,2.9,14.4,29.9,83.7,89.9,55.9,13.6,14.0,1.0,1.2,16.5,22.1,195.7,206.0,195.7,23.9,0.0,0.0,206.0,False,,Scrambled
1010822,14,20001623,1,2023,Rodney McGruder,DET,SF,2,20000014,2023-01-02T05:12:02,13,99.1,157,29,15.5,44.3,42.0,58.1,5.7,12.0,47.8,10.8,32.3,39.8,5.7,8.6,79.8,10.8,15.5,26.3,10.5,13.4,11.0,13.2,4.3,0.0,7.2,10.0,46.6,47.4,59.1,13.5,14.0,1.6,0.0,13.4,17.3,102.7,108.8,102.7,52.6,0.0,0.0,108.8,False,,Scrambled
1010959,10,20001630,1,2023,Khem Birch,TOR,C,0,20000010,2023-01-02T05:12:02,20,114.2,193,61,22.7,38.3,71.0,74.8,21.5,35.9,71.8,1.4,2.9,59.8,5.7,7.2,95.7,11.4,20.3,29.9,7.5,15.4,10.5,10.0,7.2,7.2,11.4,28.7,51.4,40.9,75.6,13.1,8.6,2.2,4.4,22.7,13.4,126.2,121.1,126.2,8.6,0.0,0.0,121.1,False,,Scrambled
1010922,8,20001661,1,2023,Ben Simmons,BKN,PG,21,20000008,2023-01-02T05:12:02,26,815.0,841,17,114.8,190.2,72.2,72.2,114.8,189.0,72.7,0.0,1.4,0.0,21.5,50.2,51.3,34.7,171.0,205.7,7.2,26.5,16.8,181.8,40.7,15.5,68.2,106.4,251.2,212.3,70.8,21.1,34.3,3.4,2.3,29.1,18.0,871.2,864.7,871.2,75.3,4.3,0.0,864.7,False,,Scrambled
1010811,20,20001666,1,2023,Jamal Murray,DEN,PG,29,20000020,2023-01-02T05:12:02,29,1093.0,1104,11,229.6,523.8,52.4,60.0,161.5,333.7,57.9,68.2,190.2,42.8,102.9,129.2,95.2,17.9,116.0,134.0,2.8,14.4,10.1,197.3,32.3,8.6,73.0,45.4,630.3,580.7,64.9,24.4,30.6,2.0,0.9,13.3,30.9,1132.5,1173.9,1132.5,172.2,2.9,0.0,1173.9,False,,Scrambled
1011111,25,20001668,1,2023,Davis Bertans,DAL,PF,0,20000025,2023-01-02T05:12:02,18,135.4,215,53,31.1,77.7,47.8,66.3,7.2,10.8,66.5,25.1,67.0,44.8,12.0,14.4,99.6,5.7,14.4,19.1,3.7,11.3,7.5,5.7,4.3,2.9,7.2,26.3,99.3,84.1,70.4,15.1,4.7,1.2,1.4,9.5,22.7,141.4,151.9,141.4,-4.8,0.0,0.0,151.9,False,,Scrambled
1011092,23,20001671,1,2023,Brandon Ingram,NO,SG,15,20000023,2023-01-02T05:12:02,15,612.6,575,0,130.4,276.3,56.5,63.6,96.9,204.5,56.7,33.5,71.8,55.9,78.9,90.9,103.8,10.0,82.5,90.9,2.3,19.2,10.6,83.7,15.5,12.0,50.2,39.5,373.2,316.3,70.6,27.1,26.8,1.9,2.8,16.4,32.3,640.1,660.8,640.1,132.8,1.4,0.0,660.8,False,,Scrambled
1010125,9,20001672,1,2023,Jaylen Brown,BOS,SF,35,20000009,2023-01-02T05:12:02,35,1717.2,1496,13,425.8,859.9,59.2,66.5,319.3,543.0,70.3,106.4,316.9,40.2,177.0,220.1,96.2,50.2,253.6,303.8,5.3,22.1,13.4,141.1,49.0,17.9,128.0,114.8,1135.0,956.8,70.9,30.0,19.3,2.3,1.4,14.1,37.9,1784.2,1862.2,1784.2,174.6,10.0,0.0,1862.2,False,,Scrambled
1010990,13,20001673,1,2023,Buddy Hield,IND,SG,37,20000013,2023-01-02T05:12:02,37,1242.5,1403,20,284.6,620.7,54.9,71.2,114.8,222.5,61.7,169.8,398.3,50.9,51.4,59.8,102.9,40.7,171.0,211.7,4.6,15.8,11.8,116.0,41.9,13.2,86.1,88.5,790.6,647.0,73.1,23.1,15.1,2.0,1.2,14.0,26.4,1297.5,1384.7,1297.5,34.7,2.9,0.0,1384.7,False,,Scrambled
1010911,17,20001678,1,2023,Malik Beasley,UTA,SG,5,20000017,2023-01-02T05:12:02,39,1020.9,1251,39,239.2,582.5,49.2,64.3,89.7,184.2,58.2,149.5,398.3,44.8,32.3,39.5,97.8,25.1,145.9,171.0,3.1,15.6,10.8,71.8,39.5,8.6,45.4,61.0,660.2,599.8,65.8,19.8,10.0,2.2,0.7,10.1,26.0,1067.5,1128.7,1067.5,-31.1,1.4,0.0,1128.7,False,,Scrambled
1010986,3,20001679,1,2023,Dejounte Murray,ATL,SG,31,20000003,2023-01-02T05:12:02,31,1409.4,1336,36,300.2,672.2,53.5,60.0,226.0,460.5,58.7,74.2,211.7,41.9,84.9,101.7,99.9,26.3,173.4,199.7,2.9,17.2,11.5,232.0,63.4,13.2,90.9,61.0,759.5,716.9,63.4,25.3,31.1,3.2,1.2,13.5,30.5,1485.9,1510.8,1485.9,4.3,5.7,1.4,1510.8,False,,Scrambled
1011149,16,20001680,1,2023,Taurean Prince,MIN,SF,0,20000016,2023-01-02T05:12:02,18,270.9,420,39,61.0,123.2,59.2,72.0,35.9,58.6,73.2,25.1,64.6,46.5,22.7,26.3,103.3,8.6,46.6,53.8,2.8,14.2,10.1,25.1,8.6,5.7,25.1,51.4,169.8,134.8,75.5,15.0,11.6,1.1,1.5,18.8,19.4,282.9,298.7,282.9,10.0,0.0,0.0,298.7,False,,Scrambled
1010790,30,20001683,1,2023,Domantas Sabonis,SAC,C,34,20000030,2023-01-02T05:12:02,34,1766.5,1374,24,279.9,447.3,74.9,77.7,258.3,397.1,77.9,21.5,50.2,51.3,175.8,236.8,88.7,122.0,380.3,502.3,12.3,37.1,24.9,270.3,32.3,19.1,101.7,148.3,757.1,551.5,82.2,34.6,34.5,1.6,1.6,18.6,24.3,1817.9,1908.8,1817.9,151.9,31.1,4.3,1905.2,False,,Scrambled
1010953,24,20001687,1,2023,Jakob Poeltl,SA,C,28,20000024,2023-01-02T05:12:02,28,989.5,884,60,179.4,273.9,78.3,78.3,179.4,273.9,78.3,0.0,0.0,0.0,53.8,95.7,67.2,114.8,194.9,309.8,16.8,30.8,23.5,99.3,27.5,35.9,70.6,87.3,412.6,316.0,78.1,29.4,19.7,2.1,4.9,21.8,21.8,1052.8,1052.8,1052.8,-169.8,10.0,0.0,1052.8,False,,Scrambled
1010113,27,20001689,1,2023,Damian Jones,LAL,C,1,20000027,2023-01-02T05:12:02,18,172.9,199,36,23.9,43.1,66.5,66.5,23.9,39.5,72.5,0.0,4.3,0.0,17.9,23.9,89.7,21.5,41.9,63.4,14.4,26.0,20.4,5.7,4.3,13.2,11.4,17.9,65.8,53.6,73.1,21.2,4.5,1.2,8.0,18.1,16.1,189.7,182.7,189.7,-39.5,1.4,0.0,182.7,False,,Scrambled
1011857,28,20001694,1,2023,Ivica Zubac,LAC,C,36,20000028,2023-01-02T05:12:02,36,1140.5,1281,35,172.2,276.3,74.5,74.5,172.2,275.1,74.9,0.0,1.4,0.0,94.5,139.9,80.7,150.7,319.3,470.0,15.9,32.0,24.1,45.4,16.7,62.2,88.5,129.2,438.9,337.8,77.7,21.2,7.4,0.9,6.1,24.8,17.4,1219.4,1233.4,1219.4,-77.7,16.7,0.0,1233.4,False,,Scrambled
1011157,10,20001697,1,2023,Juancho Hernangomez,TOR,PF,10,20000010,2023-01-02T05:12:02,25,309.9,537,10,49.0,105.2,55.7,65.2,32.3,45.4,85.0,16.7,59.8,33.5,7.2,13.2,54.4,26.3,84.9,111.2,7.5,23.2,14.1,20.3,14.4,7.2,15.5,35.9,120.8,111.0,64.9,12.4,7.2,1.9,1.6,14.7,12.1,330.2,333.4,330.2,4.3,1.4,0.0,333.4,False,,Scrambled
1010132,9,20001701,1,2023,Malcolm Brogdon,BOS,SG,0,20000009,2023-01-02T05:12:02,31,865.7,866,12,167.4,355.2,56.3,66.9,105.2,208.1,60.5,62.2,147.1,50.6,84.9,98.1,103.6,27.5,120.8,148.3,5.1,18.2,11.3,141.1,20.3,11.4,65.8,52.6,482.0,398.4,72.4,25.9,28.9,1.6,1.3,16.9,28.0,895.6,937.1,895.6,65.8,0.0,0.0,937.1,False,,Scrambled
1010962,12,20001707,1,2023,Caris LeVert,CLE,SF,17,20000012,2023-01-02T05:12:02,33,904.1,1209,49,173.4,430.6,48.2,56.5,114.8,263.1,52.1,58.6,167.4,41.9,75.3,100.5,89.7,29.9,134.0,163.9,4.3,15.3,11.4,147.1,29.9,7.2,65.8,93.3,480.8,474.8,60.5,15.6,21.1,1.8,0.7,14.5,24.0,939.9,976.2,939.9,130.4,1.4,0.0,976.2,False,,Scrambled
1010157,7,20001708,1,2023,Georges Niang,PHI,SF,0,20000007,2023-01-02T05:12:02,33,562.0,798,14,125.6,289.4,51.9,70.2,37.1,68.2,65.1,88.5,221.3,47.8,26.3,28.7,109.7,8.6,84.9,92.1,1.5,14.5,9.6,41.9,17.9,11.4,32.3,84.9,366.0,302.1,72.5,16.9,11.3,1.6,1.6,11.5,22.5,589.5,627.0,589.5,78.9,0.0,0.0,627.0,False,,Scrambled
1010943,10,20001710,1,2023,Pascal Siakam,TOR,PF,26,20000010,2023-01-02T05:12:02,26,1462.6,1149,9,288.2,595.6,57.9,62.2,245.2,467.6,62.7,43.1,128.0,40.2,204.5,263.1,92.9,56.2,203.3,259.5,7.5,25.9,15.4,206.9,31.1,14.4,74.2,102.9,824.0,711.4,69.2,33.5,36.6,1.9,1.8,11.3,35.0,1508.0,1557.5,1508.0,77.7,13.2,2.9,1557.5,False,,Scrambled
1010161,7,20001722,1,2023,Furkan Korkmaz,PHI,SG,0,20000007,2023-01-02T05:12:02,20,176.5,275,3,32.3,82.5,46.8,55.5,19.1,41.9,54.7,13.2,40.7,38.8,21.5,32.3,79.8,7.2,27.5,33.5,3.7,13.6,10.1,21.5,8.6,4.3,16.7,10.8,99.3,96.7,61.2,13.5,13.3,1.8,1.7,17.6,22.2,187.3,193.2,187.3,-6.0,0.0,0.0,193.2,False,,Scrambled
1010952,19,20001730,1,2023,Gary Payton II,POR,PG,0,20000019,2023-01-02T05:12:02,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,Scrambled
1010981,10,20001733,1,2023,Fred VanVleet,TOR,PG,28,20000010,2023-01-02T05:12:02,28,1162.0,1228,3,198.5,520.3,45.7,56.3,105.2,238.0,52.9,93.3,282.3,39.6,128.0,145.9,104.9,15.5,113.6,129.2,1.9,13.6,8.6,203.3,55.0,17.9,62.2,89.7,618.3,584.5,63.3,22.4,29.2,3.2,2.1,11.5,27.0,1235.0,1248.0,1235.0,10.0,1.4,0.0,1248.0,False,,Scrambled
1011053,3,20001745,1,2023,Bogdan Bogdanovic,ATL,SG,3,20000003,2023-01-02T05:12:02,13,402.8,469,17,98.1,227.2,51.7,66.1,43.1,90.9,56.7,55.0,136.3,48.3,19.1,23.9,95.7,4.3,55.0,58.6,1.1,15.5,9.6,35.9,10.8,5.7,22.7,17.9,270.3,237.8,67.9,21.5,13.4,1.6,1.2,10.4,28.0,418.4,444.6,418.4,-27.5,0.0,0.0,444.6,False,,Scrambled
1010777,6,20001746,1,2023,Ryan Arcidiacono,NY,PG,0,20000006,2023-01-02T05:12:02,9,16.5,28,63,1.4,7.2,23.9,47.8,0.0,2.9,0.0,1.4,4.3,39.8,0.0,0.0,0.0,0.0,5.7,5.7,0.0,21.6,10.7,2.9,2.9,0.0,1.4,2.9,4.3,7.2,35.9,7.7,12.4,5.9,0.0,19.9,12.7,18.9,17.9,18.9,11.4,0.0,0.0,17.9,False,,Scrambled
1010134,7,20001747,1,2023,Danuel House Jr.,PHI,PF,2,20000007,2023-01-02T05:12:02,29,315.7,604,10,59.8,123.2,58.0,69.7,35.9,52.6,81.6,23.9,70.6,40.5,29.9,40.7,87.9,10.0,63.4,71.8,2.3,14.3,9.9,28.7,8.6,10.0,17.9,49.0,173.4,141.1,73.4,12.3,9.4,0.8,1.8,13.5,14.1,331.3,340.3,331.3,-26.3,0.0,0.0,340.3,False,,Scrambled
1011106,25,20001757,1,2023,Dorian Finney-Smith,DAL,PF,31,20000025,2023-01-02T05:12:02,31,632.7,1173,1,111.2,277.5,48.0,62.9,41.9,76.5,65.4,69.4,200.9,41.3,19.1,29.9,76.5,52.6,96.9,149.5,7.5,11.8,10.8,43.1,35.9,20.3,34.7,69.4,311.0,290.6,64.0,12.2,7.3,2.2,2.2,12.7,15.1,688.9,692.2,688.9,-2.4,0.0,0.0,692.2,False,,Scrambled
1011135,16,20001760,1,2023,Bryn Forbes,MIN,SG,0,20000016,2023-01-02T05:12:02,21,131.7,267,31,27.5,82.5,39.8,48.6,16.7,39.5,50.7,10.8,43.1,29.9,14.4,14.4,119.6,5.7,10.8,15.5,2.9,6.2,4.6,15.5,10.0,1.4,11.4,20.3,80.1,88.8,53.8,10.5,10.7,2.1,0.6,11.6,18.8,141.2,142.6,141.2,-55.0,0.0,0.0,142.6,False,,Scrambled
1011045,29,20001791,1,2023,Damion Lee,PHO,SG,2,20000029,2023-01-02T05:12:02,37,639.1,966,59,124.4,266.7,55.7,74.0,41.9,99.3,50.5,82.5,167.4,59.0,44.3,47.8,110.6,28.7,123.2,151.9,4.6,17.6,10.6,55.0,17.9,4.3,44.3,67.0,375.5,287.8,78.1,17.1,10.8,1.3,0.5,15.9,17.6,660.7,710.1,660.7,134.0,0.0,0.0,710.1,False,,Scrambled
1010936,11,20001796,1,2023,Derrick Jones Jr.,CHI,SF,0,20000011,2023-01-02T05:12:02,26,332.6,414,36,57.4,114.8,59.8,67.2,44.3,76.5,69.1,13.2,38.3,41.1,35.9,43.1,99.6,27.5,41.9,69.4,10.7,13.6,11.3,17.9,15.5,20.3,13.2,38.3,163.9,133.8,73.2,21.6,8.4,2.6,6.7,10.7,18.6,368.5,349.2,368.5,12.0,0.0,0.0,349.2,False,,Scrambled
1010861,11,20001801,1,2023,Alex Caruso,CHI,SG,13,20000011,2023-01-02T05:12:02,32,663.8,950,4,68.2,153.1,53.2,66.4,34.7,69.4,59.8,33.5,83.7,47.8,35.9,47.8,89.7,16.7,90.9,107.6,2.8,12.9,9.2,136.3,62.2,26.3,52.6,88.5,205.7,174.1,70.7,15.7,21.4,4.5,3.7,27.7,12.5,752.3,714.0,752.3,96.9,1.4,0.0,714.0,False,,Scrambled
